"행정구역별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"여수시","30대이하","동반가구원수[명]","명","13","38","17","22","38","17","10","12","29","16",
"여수시","40대","귀농가구원수[명]","명","13","27","13","11","23","13","13","6","17","9",
"여수시","40대","귀농인수[명]","명","8","16","8","7","15","8","12","6","12","7",
"여수시","40대","동반가구원수[명]","명","5","11","5","4","8","5","X","0","5","X",
"여수시","50대","귀농가구원수[명]","명","13","20","28","33","43","34","24","30","30","33",
"여수시","50대","귀농인수[명]","명","10","15","21","25","27","28","19","21","23","25",
"여수시","50대","동반가구원수[명]","명","X","5","7","8","16","6","5","9","7","8",
"여수시","60대","귀농가구원수[명]","명","8","8","18","16","20","13","13","24","19","25",
"여수시","60대","귀농인수[명]","명","7","6","13","13","19","10","9","21","15","19",
"여수시","60대","동반가구원수[명]","명","X","X","5","X","X","X","4","X","4","6",
"여수시","70대이상","귀농가구원수[명]","명","5","4","5","5","6","7","5","5","6","7",
"여수시","70대이상","귀농인수[명]","명","X","X","X","X","X","X","X","5","6","4",
"여수시","70대이상","동반가구원수[명]","명","X","X","X","4","X","4","X","0","0","X",
"순천시","계","귀농가구원수[명]","명","160","173","145","123","137","132","144","190","212","150",
"순천시","계","귀농인수[명]","명","93","86","80","72","93","80","89","128","131","107",
"순천시","계","동반가구원수[명]","명","67","87","65","51","44","52","55","62","81","43",
"순천시","30대이하","귀농가구원수[명]","명","50","72","48","41","48","42","43","50","53","30",
"순천시","30대이하","귀농인수[명]","명","10","12","9","14","16","11","11","13","11","8",
"순천시","30대이하","동반가구원수[명]","명","40","60","39","27","32","31","32","37","42","22",
"순천시","40대","귀농가구원수[명]","명","33","37","34","24","26","32","19","19","29","24",
"순천시","40대","귀농인수[명]","명","25","22","22","15","21","25","15","13","20","18",
"순천시","40대","동반가구원수[명]","명","8","15","12","9","5","7","4","6","9","6",
"순천시","50대","귀농가구원수[명]","명","52","37","37","33","32","34","40","59","63","39",
"순천시","50대","귀농인수[명]","명","41","30","25","24","29","26","28","47","49","32",
"순천시","50대","동반가구원수[명]","명","11","7","12","9","X","8","12","12","14","7",
"순천시","60대","귀농가구원수[명]","명","18","19","17","19","24","22","34","52","50","48",
"순천시","60대","귀농인수[명]","명","12","17","15","14","22","18","30","45","39","41",
"순천시","60대","동반가구원수[명]","명","6","X","X","5","X","4","4","7","11","7",
"순천시","70대이상","귀농가구원수[명]","명","7","8","9","6","7","X","8","10","17","9",
"순천시","70대이상","귀농인수[명]","명","5","5","9","5","5","0","5","10","12","8",
"순천시","70대이상","동반가구원수[명]","명","X","X","0","X","X","X","X","0","5","X",
"나주시","계","귀농가구원수[명]","명","189","174","211","214","224","245","219","202","196","169",
"나주시","계","귀농인수[명]","명","119","117","141","144","149","175","166","160","158","143",
"나주시","계","동반가구원수[명]","명","70","57","70","70","75","70","53","42","38","26",
"나주시","30대이하","귀농가구원수[명]","명","55","49","62","68","62","60","52","45","33","26",
"나주시","30대이하","귀농인수[명]","명","12","16","21","25","18","20","21","21","19","16",
"나주시","30대이하","동반가구원수[명]","명","43","33","41","43","44","40","31","24","14","10",
"나주시","40대","귀농가구원수[명]","명","47","41","33","42","36","39","34","24","31","24",
"나주시","40대","귀농인수[명]","명","38","34","29","34","28","31","30","21","27","22",
"나주시","40대","동반가구원수[명]","명","9","7","4","8","8","8","4","X","4","X",
"나주시","50대","귀농가구원수[명]","명","53","49","63","53","70","75","70","61","57","50",
"나주시","50대","귀농인수[명]","명","40","37","49","49","61","60","61","56","47","44",
"나주시","50대","동반가구원수[명]","명","13","12","14","4","9","15","9","5","10","6",
"나주시","60대","귀농가구원수[명]","명","26","28","39","36","41","55","47","59","58","51",
"나주시","60대","귀농인수[명]","명","23","24","33","26","32","50","42","53","52","45",
"나주시","60대","동반가구원수[명]","명","X","4","6","10","9","5","5","6","6","6",
"나주시","70대이상","귀농가구원수[명]","명","8","7","14","15","15","16","16","13","17","18",
"나주시","70대이상","귀농인수[명]","명","6","6","9","10","10","14","12","9","13","16",
"나주시","70대이상","동반가구원수[명]","명","X","X","5","5","5","X","4","4","4","X",
"광양시","계","귀농가구원수[명]","명","64","57","99","67","44","52","57","66","115","53",
"광양시","계","귀농인수[명]","명","34","38","54","44","34","35","44","49","71","45",
"광양시","계","동반가구원수[명]","명","30","19","45","23","10","17","13","17","44","8",
"광양시","30대이하","귀농가구원수[명]","명","26","13","32","15","10","14","14","11","23","5",
"광양시","30대이하","귀농인수[명]","명","4","4","6","X","5","4","4","X","4","X",
"광양시","30대이하","동반가구원수[명]","명","22","9","26","12","5","10","10","10","19","4",
"광양시","40대","귀농가구원수[명]","명","13","13","18","12","8","12","12","7","13","8",
"광양시","40대","귀농인수[명]","명","11","10","10","11","7","9","11","5","10","7",
"광양시","40대","동반가구원수[명]","명","X","X","8","X","X","X","X","X","X","X",
"광양시","50대","귀농가구원수[명]","명","17","20","31","26","13","16","12","28","41","20",
"광양시","50대","귀농인수[명]","명","12","14","22","18","10","15","10","25","26","19",
"광양시","50대","동반가구원수[명]","명","5","6","9","8","X","X","X","X","15","X",
"광양시","60대","귀농가구원수[명]","명","7","6","15","11","10","8","17","17","27","15",
"광양시","60대","귀농인수[명]","명","6","6","14","10","9","6","17","15","21","13",
"광양시","60대","동반가구원수[명]","명","X","0","X","X","X","X","0","X","6","X",
"광양시","70대이상","귀농가구원수[명]","명","X","5","X","X","X","X","X","X","11","5",
"광양시","70대이상","귀농인수[명]","명","X","4","X","X","X","X","X","X","10","5",
"광양시","70대이상","동반가구원수[명]","명","0","X","X","X","0","X","0","0","X","0",
"담양군","계","귀농가구원수[명]","명","135","151","148","191","166","173","158","178","194","113",
"담양군","계","귀농인수[명]","명","80","97","96","134","128","114","118","135","139","94",
"담양군","계","동반가구원수[명]","명","55","54","52","57","38","59","40","43","55","19",
"담양군","30대이하","귀농가구원수[명]","명","44","46","40","42","37","53","45","35","52","23",
"담양군","30대이하","귀농인수[명]","명","12","10","9","13","17","16","21","11","21","19",
"담양군","30대이하","동반가구원수[명]","명","32","36","31","29","20","37","24","24","31","4",
"담양군","40대","귀농가구원수[명]","명","31","29","37","31","37","30","25","27","34","17",
"담양군","40대","귀농인수[명]","명","23","25","31","27","31","22","21","23","29","15",
"담양군","40대","동반가구원수[명]","명","8","4","6","4","6","8","4","4","5","X",
"담양군","50대","귀농가구원수[명]","명","41","45","47","69","55","42","41","50","53","32",
"담양군","50대","귀농인수[명]","명","31","39","36","56","47","39","35","46","42","27",
"담양군","50대","동반가구원수[명]","명","10","6","11","13","8","X","6","4","11","5",
"담양군","60대","귀농가구원수[명]","명","13","25","15","39","31","39","42","57","45","32",
"담양군","60대","귀농인수[명]","명","10","22","13","34","27","31","38","49","39","26",
"담양군","60대","동반가구원수[명]","명","X","X","X","5","4","8","4","8","6","6",
"담양군","70대이상","귀농가구원수[명]","명","6","6","9","10","6","9","5","9","10","9",
"담양군","70대이상","귀농인수[명]","명","4","X","7","4","6","6","X","6","8","7",
"담양군","70대이상","동반가구원수[명]","명","X","5","X","6","0","X","X","X","X","X",
"곡성군","계","귀농가구원수[명]","명","122","122","142","108","106","125","111","112","160","135",
"곡성군","계","귀농인수[명]","명","73","91","82","73","77","91","84","89","125","112",
"곡성군","계","동반가구원수[명]","명","49","31","60","35","29","34","27","23","35","23",
"곡성군","30대이하","귀농가구원수[명]","명","38","15","33","23","20","29","27","20","29","18",
"곡성군","30대이하","귀농인수[명]","명","8","X","5","5","8","13","14","8","12","8",
"곡성군","30대이하","동반가구원수[명]","명","30","13","28","18","12","16","13","12","17","10",
"곡성군","40대","귀농가구원수[명]","명","33","25","18","21","15","22","12","12","16","13",
"곡성군","40대","귀농인수[명]","명","27","21","11","16","11","16","8","12","15","11",
"곡성군","40대","동반가구원수[명]","명","6","4","7","5","4","6","4","0","X","X",
"곡성군","50대","귀농가구원수[명]","명","32","52","53","43","42","37","31","41","56","38",
"곡성군","50대","귀농인수[명]","명","24","43","41","35","36","32","28","37","44","35",
"곡성군","50대","동반가구원수[명]","명","8","9","12","8","6","5","X","4","12","X",
"곡성군","60대","귀농가구원수[명]","명","16","20","26","12","20","32","30","27","42","56",
"곡성군","60대","귀농인수[명]","명","13","17","17","10","15","28","24","21","40","51",
"곡성군","60대","동반가구원수[명]","명","X","X","9","X","5","4","6","6","X","5",
"곡성군","70대이상","귀농가구원수[명]","명","X","10","12","9","9","5","11","12","17","10",
"곡성군","70대이상","귀농인수[명]","명","X","8","8","7","7","X","10","11","14","7",
"곡성군","70대이상","동반가구원수[명]","명","X","X","4","X","X","X","X","X","X","X",
"구례군","계","귀농가구원수[명]","명","115","121","78","84","100","69","74","74","84","75",
"구례군","계","귀농인수[명]","명","56","67","53","55","50","45","53","56","64","62",
"구례군","계","동반가구원수[명]","명","59","54","25","29","50","24","21","18","20","13",
"구례군","30대이하","귀농가구원수[명]","명","43","42","14","24","35","12","16","14","15","8",
"구례군","30대이하","귀농인수[명]","명","6","11","4","9","6","X","6","5","4","X",
"구례군","30대이하","동반가구원수[명]","명","37","31","10","15","29","10","10","9","11","5",
"구례군","40대","귀농가구원수[명]","명","20","18","15","10","16","6","5","11","7","4",
"구례군","40대","귀농인수[명]","명","13","14","12","8","9","4","5","9","6","X",
"구례군","40대","동반가구원수[명]","명","7","4","X","X","7","X","0","X","X","X",
