"행정구역별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"청양군","70대이상","귀농가구원수[명]","명","5","8","14","8","4","13","15","7","8","12",
"청양군","70대이상","귀농인수[명]","명","X","6","11","5","0","6","9","7","X","12",
"청양군","70대이상","동반가구원수[명]","명","X","X","X","X","4","7","6","0","5","0",
"홍성군","계","귀농가구원수[명]","명","125","126","129","181","154","139","133","111","200","123",
"홍성군","계","귀농인수[명]","명","60","77","84","109","96","91","90","80","139","88",
"홍성군","계","동반가구원수[명]","명","65","49","45","72","58","48","43","31","61","35",
"홍성군","30대이하","귀농가구원수[명]","명","44","33","25","53","39","28","26","19","24","20",
"홍성군","30대이하","귀농인수[명]","명","7","7","5","11","13","13","7","5","9","8",
"홍성군","30대이하","동반가구원수[명]","명","37","26","20","42","26","15","19","14","15","12",
"홍성군","40대","귀농가구원수[명]","명","17","23","18","23","15","11","20","17","20","13",
"홍성군","40대","귀농인수[명]","명","10","17","13","17","8","7","15","13","18","12",
"홍성군","40대","동반가구원수[명]","명","7","6","5","6","7","4","5","4","X","X",
"홍성군","50대","귀농가구원수[명]","명","35","43","38","54","45","35","30","31","47","38",
"홍성군","50대","귀농인수[명]","명","27","30","31","39","39","24","23","25","36","27",
"홍성군","50대","동반가구원수[명]","명","8","13","7","15","6","11","7","6","11","11",
"홍성군","60대","귀농가구원수[명]","명","25","23","35","45","43","51","44","36","82","42",
"홍성군","60대","귀농인수[명]","명","16","20","26","37","29","38","34","31","59","33",
"홍성군","60대","동반가구원수[명]","명","9","X","9","8","14","13","10","5","23","9",
"홍성군","70대이상","귀농가구원수[명]","명","4","4","13","6","12","14","13","8","27","10",
"홍성군","70대이상","귀농인수[명]","명","0","X","9","5","7","9","11","6","17","8",
"홍성군","70대이상","동반가구원수[명]","명","4","X","4","X","5","5","X","X","10","X",
"예산군","계","귀농가구원수[명]","명","132","131","141","142","119","108","106","121","150","127",
"예산군","계","귀농인수[명]","명","91","84","90","89","89","82","87","104","115","103",
"예산군","계","동반가구원수[명]","명","41","47","51","53","30","26","19","17","35","24",
"예산군","30대이하","귀농가구원수[명]","명","23","24","36","30","18","17","8","12","18","18",
"예산군","30대이하","귀농인수[명]","명","10","X","10","10","5","8","6","9","6","11",
"예산군","30대이하","동반가구원수[명]","명","13","22","26","20","13","9","X","X","12","7",
"예산군","40대","귀농가구원수[명]","명","17","18","24","19","15","11","16","11","12","12",
"예산군","40대","귀농인수[명]","명","14","12","18","12","13","9","16","10","10","11",
"예산군","40대","동반가구원수[명]","명","X","6","6","7","X","X","0","X","X","X",
"예산군","50대","귀농가구원수[명]","명","42","45","42","43","36","35","47","33","43","34",
"예산군","50대","귀농인수[명]","명","32","35","35","32","31","28","33","28","37","29",
"예산군","50대","동반가구원수[명]","명","10","10","7","11","5","7","14","5","6","5",
"예산군","60대","귀농가구원수[명]","명","39","38","33","38","38","35","27","53","57","47",
"예산군","60대","귀농인수[명]","명","28","29","24","25","30","29","26","46","46","38",
"예산군","60대","동반가구원수[명]","명","11","9","9","13","8","6","X","7","11","9",
"예산군","70대이상","귀농가구원수[명]","명","11","6","6","12","12","10","8","12","20","16",
"예산군","70대이상","귀농인수[명]","명","7","6","X","10","10","8","6","11","16","14",
"예산군","70대이상","동반가구원수[명]","명","4","0","X","X","X","X","X","X","4","X",
"태안군","계","귀농가구원수[명]","명","125","165","197","147","155","145","132","193","216","167",
"태안군","계","귀농인수[명]","명","77","105","124","100","107","98","99","140","166","135",
"태안군","계","동반가구원수[명]","명","48","60","73","47","48","47","33","53","50","32",
"태안군","30대이하","귀농가구원수[명]","명","27","29","29","25","26","23","18","25","24","16",
"태안군","30대이하","귀농인수[명]","명","7","7","4","10","9","8","7","6","8","7",
"태안군","30대이하","동반가구원수[명]","명","20","22","25","15","17","15","11","19","16","9",
"태안군","40대","귀농가구원수[명]","명","12","31","18","18","18","9","19","17","21","17",
"태안군","40대","귀농인수[명]","명","8","19","15","12","15","7","15","13","16","16",
"태안군","40대","동반가구원수[명]","명","4","12","X","6","X","X","4","4","5","X",
"태안군","50대","귀농가구원수[명]","명","43","50","93","59","52","52","48","71","67","44",
"태안군","50대","귀농인수[명]","명","28","38","64","45","40","36","42","60","55","36",
"태안군","50대","동반가구원수[명]","명","15","12","29","14","12","16","6","11","12","8",
"태안군","60대","귀농가구원수[명]","명","34","43","50","37","49","49","40","68","84","71",
"태안군","60대","귀농인수[명]","명","25","33","36","27","36","41","29","52","71","62",
"태안군","60대","동반가구원수[명]","명","9","10","14","10","13","8","11","16","13","9",
"태안군","70대이상","귀농가구원수[명]","명","9","12","7","8","10","12","7","12","20","19",
"태안군","70대이상","귀농인수[명]","명","9","8","5","6","7","6","6","9","16","14",
"태안군","70대이상","동반가구원수[명]","명","0","4","X","X","X","6","X","X","4","5",
"전라북도","계","귀농가구원수[명]","명","1994","2044","2039","2024","2130","2080","1853","1994","2013","1609",
"전라북도","계","귀농인수[명]","명","1140","1170","1181","1273","1374","1335","1327","1511","1524","1237",
"전라북도","계","동반가구원수[명]","명","854","874","858","751","756","745","526","483","489","372",
"전라북도","30대이하","귀농가구원수[명]","명","675","661","611","557","602","596","419","440","411","310",
"전라북도","30대이하","귀농인수[명]","명","174","162","144","162","187","178","160","201","186","146",
"전라북도","30대이하","동반가구원수[명]","명","501","499","467","395","415","418","259","239","225","164",
"전라북도","40대","귀농가구원수[명]","명","388","380","368","368","379","350","317","292","267","206",
"전라북도","40대","귀농인수[명]","명","295","275","267","280","302","263","260","240","219","180",
"전라북도","40대","동반가구원수[명]","명","93","105","101","88","77","87","57","52","48","26",
"전라북도","50대","귀농가구원수[명]","명","583","602","615","604","609","597","558","620","595","453",
"전라북도","50대","귀농인수[명]","명","409","447","444","465","478","472","439","523","503","376",
"전라북도","50대","동반가구원수[명]","명","174","155","171","139","131","125","119","97","92","77",
"전라북도","60대","귀농가구원수[명]","명","283","292","329","386","416","422","443","528","578","514",
"전라북도","60대","귀농인수[명]","명","222","219","257","295","321","338","375","453","490","442",
"전라북도","60대","동반가구원수[명]","명","61","73","72","91","95","84","68","75","88","72",
"전라북도","70대이상","귀농가구원수[명]","명","65","109","116","109","124","115","116","114","162","126",
"전라북도","70대이상","귀농인수[명]","명","40","67","69","71","86","84","93","94","126","93",
"전라북도","70대이상","동반가구원수[명]","명","25","42","47","38","38","31","23","20","36","33",
"군산시","계","귀농가구원수[명]","명","59","71","56","88","79","64","68","67","91","85",
"군산시","계","귀농인수[명]","명","36","35","35","47","45","44","53","47","65","59",
"군산시","계","동반가구원수[명]","명","23","36","21","41","34","20","15","20","26","26",
"군산시","30대이하","귀농가구원수[명]","명","15","27","18","26","32","18","14","16","24","24",
"군산시","30대이하","귀농인수[명]","명","5","7","5","X","9","6","6","6","9","12",
"군산시","30대이하","동반가구원수[명]","명","10","20","13","23","23","12","8","10","15","12",
"군산시","40대","귀농가구원수[명]","명","4","12","8","23","13","11","12","13","17","13",
"군산시","40대","귀농인수[명]","명","X","7","5","14","10","8","11","11","14","11",
"군산시","40대","동반가구원수[명]","명","X","5","X","9","X","X","X","X","X","X",
"군산시","50대","귀농가구원수[명]","명","22","16","11","22","15","19","25","13","16","21",
"군산시","50대","귀농인수[명]","명","15","13","10","17","13","16","19","10","14","18",
"군산시","50대","동반가구원수[명]","명","7","X","X","5","X","X","6","X","X","X",
"군산시","60대","귀농가구원수[명]","명","16","11","13","11","10","12","15","24","26","26",
"군산시","60대","귀농인수[명]","명","14","8","11","8","7","11","15","20","21","18",
"군산시","60대","동반가구원수[명]","명","X","X","X","X","X","X","0","4","5","8",
"군산시","70대이상","귀농가구원수[명]","명","X","5","6","6","9","4","X","X","8","X",
"군산시","70대이상","귀농인수[명]","명","0","0","4","5","6","X","X","0","7","0",
"군산시","70대이상","동반가구원수[명]","명","X","5","X","X","X","X","0","X","X","X",
"익산시","계","귀농가구원수[명]","명","104","95","107","129","173","146","159","183","159","129",
"익산시","계","귀농인수[명]","명","63","62","59","88","106","93","105","134","128","94",
"익산시","계","동반가구원수[명]","명","41","33","48","41","67","53","54","49","31","35",
"익산시","30대이하","귀농가구원수[명]","명","41","23","33","40","55","45","42","43","35","28",
"익산시","30대이하","귀농인수[명]","명","14","8","6","17","21","13","12","16","20","12",
"익산시","30대이하","동반가구원수[명]","명","27","15","27","23","34","32","30","27","15","16",
"익산시","40대","귀농가구원수[명]","명","12","20","22","24","28","30","30","33","16","17",
"익산시","40대","귀농인수[명]","명","11","18","16","20","22","23","24","24","14","14",
"익산시","40대","동반가구원수[명]","명","X","X","6","4","6","7","6","9","X","X",
"익산시","50대","귀농가구원수[명]","명","26","32","32","35","51","35","42","56","58","27",
"익산시","50대","귀농인수[명]","명","19","24","21","28","37","26","33","50","48","22",
"익산시","50대","동반가구원수[명]","명","7","8","11","7","14","9","9","6","10","5",
"익산시","60대","귀농가구원수[명]","명","20","14","16","23","32","24","38","40","41","46",
"익산시","60대","귀농인수[명]","명","16","9","15","18","22","21","29","36","39","40",
"익산시","60대","동반가구원수[명]","명","4","5","X","5","10","X","9","4","X","6",
"익산시","70대이상","귀농가구원수[명]","명","5","6","4","7","7","12","7","11","9","11",
"익산시","70대이상","귀농인수[명]","명","X","X","X","5","4","10","7","8","7","6",
"익산시","70대이상","동반가구원수[명]","명","X","X","X","X","X","X","0","X","X","5",
"정읍시","계","귀농가구원수[명]","명","194","171","187","202","185","202","196","199","185","146",
"정읍시","계","귀농인수[명]","명","110","107","116","115","129","133","146","155","147","112",
"정읍시","계","동반가구원수[명]","명","84","64","71","87","56","69","50","44","38","34",
"정읍시","30대이하","귀농가구원수[명]","명","75","54","44","69","49","63","40","43","44","29",
"정읍시","30대이하","귀농인수[명]","명","20","14","14","18","19","21","19","20","29","12",
"정읍시","30대이하","동반가구원수[명]","명","55","40","30","51","30","42","21","23","15","17",
"정읍시","40대","귀농가구원수[명]","명","40","33","28","39","42","38","32","29","26","17",
"정읍시","40대","귀농인수[명]","명","30","28","20","31","35","28","27","26","21","14",
"정읍시","40대","동반가구원수[명]","명","10","5","8","8","7","10","5","X","5","X",
"정읍시","50대","귀농가구원수[명]","명","46","52","66","53","48","54","64","66","49","36",
"정읍시","50대","귀농인수[명]","명","34","40","45","37","38","46","52","58","40","33",
"정읍시","50대","동반가구원수[명]","명","12","12","21","16","10","8","12","8","9","X",
"정읍시","60대","귀농가구원수[명]","명","25","21","31","28","35","35","45","46","52","50",
"정읍시","60대","귀농인수[명]","명","19","16","24","21","29","31","36","39","46","41",
"정읍시","60대","동반가구원수[명]","명","6","5","7","7","6","4","9","7","6","9",
"정읍시","70대이상","귀농가구원수[명]","명","8","11","18","13","11","12","15","15","14","14",
"정읍시","70대이상","귀농인수[명]","명","7","9","13","8","8","7","12","12","11","12",
"정읍시","70대이상","동반가구원수[명]","명","X","X","5","5","X","5","X","X","X","X",
"남원시","계","귀농가구원수[명]","명","228","205","187","179","184","196","187","194","179","169",
"남원시","계","귀농인수[명]","명","125","113","98","103","119","117","130","151","137","132",
"남원시","계","동반가구원수[명]","명","103","92","89","76","65","79","57","43","42","37",
"남원시","30대이하","귀농가구원수[명]","명","82","64","66","46","50","61","44","48","38","29",
"남원시","30대이하","귀농인수[명]","명","17","15","16","8","14","15","18","25","16","11",
"남원시","30대이하","동반가구원수[명]","명","65","49","50","38","36","46","26","23","22","18",
"남원시","40대","귀농가구원수[명]","명","50","37","34","36","35","38","38","23","25","25",
"남원시","40대","귀농인수[명]","명","39","25","23","26","28","28","32","17","22","21",
"남원시","40대","동반가구원수[명]","명","11","12","11","10","7","10","6","6","X","4",
"남원시","50대","귀농가구원수[명]","명","61","59","57","60","52","53","54","53","51","45",
"남원시","50대","귀농인수[명]","명","40","41","37","46","41","43","41","46","49","36",
"남원시","50대","동반가구원수[명]","명","21","18","20","14","11","10","13","7","X","9",
"남원시","60대","귀농가구원수[명]","명","23","33","23","31","35","32","41","52","51","55",
"남원시","60대","귀농인수[명]","명","20","23","18","21","27","24","32","45","39","51",
"남원시","60대","동반가구원수[명]","명","X","10","5","10","8","8","9","7","12","4",
"남원시","70대이상","귀농가구원수[명]","명","12","12","7","6","12","12","10","18","14","15",
"남원시","70대이상","귀농인수[명]","명","9","9","4","X","9","7","7","18","11","13",
"남원시","70대이상","동반가구원수[명]","명","X","X","X","4","X","5","X","0","X","X",
"김제시","계","귀농가구원수[명]","명","110","112","130","127","148","158","141","195","186","165",
"김제시","계","귀농인수[명]","명","70","77","81","89","111","114","104","143","134","126",
"김제시","계","동반가구원수[명]","명","40","35","49","38","37","44","37","52","52","39",
"김제시","30대이하","귀농가구원수[명]","명","36","33","46","41","37","48","37","55","44","39",
"김제시","30대이하","귀농인수[명]","명","13","14","13","19","18","24","14","28","22","20",
"김제시","30대이하","동반가구원수[명]","명","23","19","33","22","19","24","23","27","22","19",
"김제시","40대","귀농가구원수[명]","명","17","16","21","18","30","28","31","31","21","22",
"김제시","40대","귀농인수[명]","명","13","12","19","15","22","23","28","26","18","20",
"김제시","40대","동반가구원수[명]","명","4","4","X","X","8","5","X","5","X","X",
"김제시","50대","귀농가구원수[명]","명","38","28","35","34","34","47","38","49","55","52",
"김제시","50대","귀농인수[명]","명","31","23","25","28","30","38","32","41","43","42",
"김제시","50대","동반가구원수[명]","명","7","5","10","6","4","9","6","8","12","10",
"김제시","60대","귀농가구원수[명]","명","16","24","21","27","37","29","24","54","48","36",
"김제시","60대","귀농인수[명]","명","11","19","17","22","31","24","20","45","38","31",
"김제시","60대","동반가구원수[명]","명","5","5","4","5","6","5","4","9","10","5",
"김제시","70대이상","귀농가구원수[명]","명","X","11","7","7","10","6","11","6","18","16",
"김제시","70대이상","귀농인수[명]","명","X","9","7","5","10","5","10","X","13","13",
"김제시","70대이상","동반가구원수[명]","명","X","X","0","X","0","X","X","X","5","X",
"완주군","계","귀농가구원수[명]","명","209","235","285","250","229","217","161","192","202","161",
"완주군","계","귀농인수[명]","명","107","111","138","142","134","118","109","133","145","126",
"완주군","계","동반가구원수[명]","명","102","124","147","108","95","99","52","59","57","35",
"완주군","30대이하","귀농가구원수[명]","명","73","73","108","81","74","78","44","46","39","34",
"완주군","30대이하","귀농인수[명]","명","12","8","16","16","18","15","17","19","14","16",
"완주군","30대이하","동반가구원수[명]","명","61","65","92","65","56","63","27","27","25","18",
"완주군","40대","귀농가구원수[명]","명","47","48","53","42","43","42","31","38","36","21",
"완주군","40대","귀농인수[명]","명","32","33","36","29","32","30","23","32","29","19",
"완주군","40대","동반가구원수[명]","명","15","15","17","13","11","12","8","6","7","X",
"완주군","50대","귀농가구원수[명]","명","65","59","76","62","66","54","47","59","62","49",
"완주군","50대","귀농인수[명]","명","44","38","57","49","51","40","36","44","50","44",
"완주군","50대","동반가구원수[명]","명","21","21","19","13","15","14","11","15","12","5",
"완주군","60대","귀농가구원수[명]","명","18","38","35","54","30","38","30","40","53","46",
"완주군","60대","귀농인수[명]","명","15","24","23","41","22","29","26","33","44","39",
"완주군","60대","동반가구원수[명]","명","X","14","12","13","8","9","4","7","9","7",
"완주군","70대이상","귀농가구원수[명]","명","6","17","13","11","16","5","9","9","12","11",
"완주군","70대이상","귀농인수[명]","명","4","8","6","7","11","4","7","5","8","8",
"완주군","70대이상","동반가구원수[명]","명","X","9","7","4","5","X","X","4","4","X",
"진안군","계","귀농가구원수[명]","명","139","148","160","162","188","135","108","116","134","88",
"진안군","계","귀농인수[명]","명","90","89","100","107","124","100","84","91","107","71",
"진안군","계","동반가구원수[명]","명","49","59","60","55","64","35","24","25","27","17",
"진안군","30대이하","귀농가구원수[명]","명","36","52","32","36","46","20","22","26","16","6",
"진안군","30대이하","귀농인수[명]","명","9","13","8","9","11","6","9","11","8","5",
"진안군","30대이하","동반가구원수[명]","명","27","39","24","27","35","14","13","15","8","X",
"진안군","40대","귀농가구원수[명]","명","30","27","36","36","36","19","22","6","13","8",
"진안군","40대","귀농인수[명]","명","23","21","25","28","29","16","16","4","10","8",
"진안군","40대","동반가구원수[명]","명","7","6","11","8","7","X","6","X","X","0",
"진안군","50대","귀농가구원수[명]","명","51","41","53","65","61","44","31","51","49","27",
"진안군","50대","귀농인수[명]","명","40","31","42","49","47","35","29","45","42","22",
"진안군","50대","동반가구원수[명]","명","11","10","11","16","14","9","X","6","7","5",
"진안군","60대","귀농가구원수[명]","명","17","25","26","17","39","45","30","28","47","32",
"진안군","60대","귀농인수[명]","명","14","21","19","14","32","37","28","26","40","27",
"진안군","60대","동반가구원수[명]","명","X","4","7","X","7","8","X","X","7","5",
"진안군","70대이상","귀농가구원수[명]","명","5","X","13","8","6","7","X","5","9","15",
"진안군","70대이상","귀농인수[명]","명","4","X","6","7","5","6","X","5","7","9",
"진안군","70대이상","동반가구원수[명]","명","X","0","7","X","X","X","X","0","X","6",
"무주군","계","귀농가구원수[명]","명","95","134","100","112","125","110","80","114","130","77",
"무주군","계","귀농인수[명]","명","60","90","78","77","81","73","63","85","93","65",
"무주군","계","동반가구원수[명]","명","35","44","22","35","44","37","17","29","37","12",
"무주군","30대이하","귀농가구원수[명]","명","24","31","9","21","29","24","7","17","25","14",
"무주군","30대이하","귀농인수[명]","명","6","12","4","7","10","8","4","6","5","8",
"무주군","30대이하","동반가구원수[명]","명","18","19","5","14","19","16","X","11","20","6",
"무주군","40대","귀농가구원수[명]","명","22","25","17","23","19","10","11","15","18","11",
"무주군","40대","귀농인수[명]","명","18","20","15","17","16","4","10","13","14","8",
"무주군","40대","동반가구원수[명]","명","4","5","X","6","X","6","X","X","4","X",
"무주군","50대","귀농가구원수[명]","명","31","54","43","44","32","47","29","41","41","22",
"무주군","50대","귀농인수[명]","명","21","40","36","35","22","40","22","31","34","20",
"무주군","50대","동반가구원수[명]","명","10","14","7","9","10","7","7","10","7","X",
"무주군","60대","귀농가구원수[명]","명","18","15","27","22","35","23","29","36","38","29",
"무주군","60대","귀농인수[명]","명","15","12","20","17","28","16","24","30","34","28",
"무주군","60대","동반가구원수[명]","명","X","X","7","5","7","7","5","6","4","X",
"무주군","70대이상","귀농가구원수[명]","명","0","9","4","X","10","6","4","5","8","X",
"무주군","70대이상","귀농인수[명]","명","0","6","X","X","5","5","X","5","6","X",
"무주군","70대이상","동반가구원수[명]","명","0","X","X","X","5","X","X","0","X","0",
"장수군","계","귀농가구원수[명]","명","133","145","139","117","98","85","93","86","89","50",
"장수군","계","귀농인수[명]","명","97","94","85","76","67","67","71","68","75","45",
"장수군","계","동반가구원수[명]","명","36","51","54","41","31","18","22","18","14","5",
"장수군","30대이하","귀농가구원수[명]","명","25","41","42","25","24","15","20","15","15","9",
"장수군","30대이하","귀농인수[명]","명","11","9","11","6","7","7","9","4","7","8",
"장수군","30대이하","동반가구원수[명]","명","14","32","31","19","17","8","11","11","8","X",
"장수군","40대","귀농가구원수[명]","명","33","24","28","24","17","9","13","14","9","4",
"장수군","40대","귀농인수[명]","명","29","19","20","18","14","7","9","12","7","4",
"장수군","40대","동반가구원수[명]","명","4","5","8","6","X","X","4","X","X","0",
"장수군","50대","귀농가구원수[명]","명","40","61","38","41","35","28","31","25","24","20",
"장수군","50대","귀농인수[명]","명","31","50","31","30","26","23","27","22","24","17",
"장수군","50대","동반가구원수[명]","명","9","11","7","11","9","5","4","X","0","X",
"장수군","60대","귀농가구원수[명]","명","29","15","24","24","16","26","24","28","32","15",
"장수군","60대","귀농인수[명]","명","23","13","20","19","15","24","22","26","30","14",
"장수군","60대","동반가구원수[명]","명","6","X","4","5","X","X","X","X","X","X",
"장수군","70대이상","귀농가구원수[명]","명","6","4","7","X","6","7","5","4","9","X",
"장수군","70대이상","귀농인수[명]","명","X","X","X","X","5","6","4","4","7","X",
"장수군","70대이상","동반가구원수[명]","명","X","X","4","0","X","X","X","0","X","0",
"임실군","계","귀농가구원수[명]","명","152","100","132","117","134","107","122","188","126","118",
"임실군","계","귀농인수[명]","명","73","56","68","76","94","78","95","161","105","96",
"임실군","계","동반가구원수[명]","명","79","44","64","41","40","29","27","27","21","22",
"임실군","30대이하","귀농가구원수[명]","명","63","26","46","34","29","20","20","31","14","10",
"임실군","30대이하","귀농인수[명]","명","15","5","9","8","9","8","10","21","7","4",
"임실군","30대이하","동반가구원수[명]","명","48","21","37","26","20","12","10","10","7","6",
"임실군","40대","귀농가구원수[명]","명","20","11","19","19","18","12","14","12","14","8",
"임실군","40대","귀농인수[명]","명","12","7","14","16","13","11","13","11","12","7",
"임실군","40대","동반가구원수[명]","명","8","4","5","X","5","X","X","X","X","X",
"임실군","50대","귀농가구원수[명]","명","46","34","34","34","48","35","43","64","32","35",
"임실군","50대","귀농인수[명]","명","30","24","21","30","44","29","33","59","28","28",
"임실군","50대","동반가구원수[명]","명","16","10","13","4","4","6","10","5","4","7",
"임실군","60대","귀농가구원수[명]","명","14","22","26","25","29","28","35","68","54","53",
"임실군","60대","귀농인수[명]","명","12","17","21","18","22","20","31","59","48","46",
"임실군","60대","동반가구원수[명]","명","X","5","5","7","7","8","4","9","6","7",
"임실군","70대이상","귀농가구원수[명]","명","9","7","7","5","10","12","10","13","12","12",
"임실군","70대이상","귀농인수[명]","명","4","X","X","4","6","10","8","11","10","11",
"임실군","70대이상","동반가구원수[명]","명","5","4","4","X","4","X","X","X","X","X",
"순창군","계","귀농가구원수[명]","명","110","207","179","141","152","184","134","118","159","112",
"순창군","계","귀농인수[명]","명","60","102","93","86","93","102","92","86","112","81",
"순창군","계","동반가구원수[명]","명","50","105","86","55","59","82","42","32","47","31",
"순창군","30대이하","귀농가구원수[명]","명","30","75","56","27","42","62","28","20","37","28",
"순창군","30대이하","귀농인수[명]","명","8","14","9","5","10","16","12","6","15","11",
"순창군","30대이하","동반가구원수[명]","명","22","61","47","22","32","46","16","14","22","17",
"순창군","40대","귀농가구원수[명]","명","24","38","31","22","20","22","13","18","18","16",
"순창군","40대","귀농인수[명]","명","15","22","22","15","16","14","9","15","13","15",
"순창군","40대","동반가구원수[명]","명","9","16","9","7","4","8","4","X","5","X",
"순창군","50대","귀농가구원수[명]","명","34","60","56","42","47","49","46","43","42","30",
"순창군","50대","귀농인수[명]","명","20","42","36","30","36","34","33","34","35","23",
"순창군","50대","동반가구원수[명]","명","14","18","20","12","11","15","13","9","7","7",
"순창군","60대","귀농가구원수[명]","명","19","23","28","39","37","41","34","26","45","33",
"순창군","60대","귀농인수[명]","명","15","18","19","31","25","31","27","22","36","29",
"순창군","60대","동반가구원수[명]","명","4","5","9","8","12","10","7","4","9","4",
"순창군","70대이상","귀농가구원수[명]","명","X","11","8","11","6","10","13","11","17","5",
"순창군","70대이상","귀농인수[명]","명","X","6","7","5","6","7","11","9","13","X",
"순창군","70대이상","동반가구원수[명]","명","X","5","X","6","0","X","X","X","4","X",
"고창군","계","귀농가구원수[명]","명","359","332","260","246","244","318","248","171","236","189",
"고창군","계","귀농인수[명]","명","188","179","153","164","145","189","162","135","169","138",
"고창군","계","동반가구원수[명]","명","171","153","107","82","99","129","86","36","67","51",
"고창군","30대이하","귀농가구원수[명]","명","150","137","88","75","92","103","63","28","46","37",
"고창군","30대이하","귀농인수[명]","명","37","36","26","27","27","29","18","15","16","17",
"고창군","30대이하","동반가구원수[명]","명","113","101","62","48","65","74","45","13","30","20",
"고창군","40대","귀농가구원수[명]","명","69","70","57","44","44","69","47","32","35","29",
"고창군","40대","귀농인수[명]","명","55","52","42","38","37","50","36","26","27","26",
"고창군","40대","동반가구원수[명]","명","14","18","15","6","7","19","11","6","8","X",
"고창군","50대","귀농가구원수[명]","명","96","75","68","73","57","84","62","55","70","53",
"고창군","50대","귀농인수[명]","명","67","56","51","59","46","63","45","48","58","41",
"고창군","50대","동반가구원수[명]","명","29","19","17","14","11","21","17","7","12","12",
"고창군","60대","귀농가구원수[명]","명","41","43","34","44","46","50","62","49","62","56",
"고창군","60대","귀농인수[명]","명","29","31","27","33","34","39","53","40","50","45",
"고창군","60대","동반가구원수[명]","명","12","12","7","11","12","11","9","9","12","11",
"고창군","70대이상","귀농가구원수[명]","명","X","7","13","10","5","12","14","7","23","14",
"고창군","70대이상","귀농인수[명]","명","0","4","7","7","X","8","10","6","18","9",
"고창군","70대이상","동반가구원수[명]","명","X","X","6","X","4","4","4","X","5","5",
"부안군","계","귀농가구원수[명]","명","102","89","117","154","191","158","156","171","137","120",
"부안군","계","귀농인수[명]","명","61","55","77","103","126","107","113","122","107","92",
"부안군","계","동반가구원수[명]","명","41","34","40","51","65","51","43","49","30","28",
"부안군","30대이하","귀농가구원수[명]","명","25","25","23","36","43","39","38","52","34","23",
"부안군","30대이하","귀농인수[명]","명","7","7","7","19","14","10","12","24","18","10",
"부안군","30대이하","동반가구원수[명]","명","18","18","16","17","29","29","26","28","16","13",
"부안군","40대","귀농가구원수[명]","명","20","19","14","18","34","22","23","28","19","15",
"부안군","40대","귀농인수[명]","명","16","11","10","13","28","21","22","23","18","13",
"부안군","40대","동반가구원수[명]","명","4","8","4","5","6","X","X","5","X","X",
"부안군","50대","귀농가구원수[명]","명","27","31","46","39","63","48","46","45","46","36",
"부안군","50대","귀농인수[명]","명","17","25","32","27","47","39","37","35","38","30",
"부안군","50대","동반가구원수[명]","명","10","6","14","12","16","9","9","10","8","6",
"부안군","60대","귀농가구원수[명]","명","27","8","25","41","35","39","36","37","29","37",
"부안군","60대","귀농인수[명]","명","19","8","23","32","27","31","32","32","25","33",
"부안군","60대","동반가구원수[명]","명","8","0","X","9","8","8","4","5","4","4",
"부안군","70대이상","귀농가구원수[명]","명","X","6","9","20","16","10","13","9","9","9",
"부안군","70대이상","귀농인수[명]","명","X","4","5","12","10","6","10","8","8","6",
"부안군","70대이상","동반가구원수[명]","명","X","X","4","8","6","4","X","X","X","X",
"전라남도","계","귀농가구원수[명]","명","2791","2882","3071","2999","2909","2963","2784","3108","3453","2523",
"전라남도","계","귀농인수[명]","명","1689","1773","1894","1937","1938","2039","2020","2358","2579","1987",
"전라남도","계","동반가구원수[명]","명","1102","1109","1177","1062","971","924","764","750","874","536",
"전라남도","30대이하","귀농가구원수[명]","명","823","876","845","839","739","746","638","648","689","415",
"전라남도","30대이하","귀농인수[명]","명","217","229","225","252","237","252","244","268","273","201",
"전라남도","30대이하","동반가구원수[명]","명","606","647","620","587","502","494","394","380","416","214",
"전라남도","40대","귀농가구원수[명]","명","571","558","558","514","500","489","390","454","437","334",
"전라남도","40대","귀농인수[명]","명","436","432","429","411","395","390","327","382","362","286",
"전라남도","40대","동반가구원수[명]","명","135","126","129","103","105","99","63","72","75","48",
"전라남도","50대","귀농가구원수[명]","명","826","865","948","928","894","899","867","938","1047","741",
"전라남도","50대","귀농인수[명]","명","601","660","713","734","705","738","709","809","871","618",
"전라남도","50대","동반가구원수[명]","명","225","205","235","194","189","161","158","129","176","123",
"전라남도","60대","귀농가구원수[명]","명","423","426","559","554","595","668","695","830","1014","847",
"전라남도","60대","귀농인수[명]","명","335","346","421","433","481","547","589","706","858","731",
"전라남도","60대","동반가구원수[명]","명","88","80","138","121","114","121","106","124","156","116",
"전라남도","70대이상","귀농가구원수[명]","명","148","157","161","164","181","161","194","238","266","186",
"전라남도","70대이상","귀농인수[명]","명","100","106","106","107","120","112","151","193","215","151",
"전라남도","70대이상","동반가구원수[명]","명","48","51","55","57","61","49","43","45","51","35",
"여수시","계","귀농가구원수[명]","명","52","101","85","94","138","90","69","82","107","96",
"여수시","계","귀농인수[명]","명","28","44","49","53","72","55","46","58","62","61",
"여수시","계","동반가구원수[명]","명","24","57","36","41","66","35","23","24","45","35",
"여수시","30대이하","귀농가구원수[명]","명","13","42","21","29","46","23","14","17","35","22",
"여수시","30대이하","귀농인수[명]","명","0","4","4","7","8","6","4","5","6","6",
